Gene,Gene_wo_suffix,PA14_locus,pae,paev,paei,pau,pap,pag,paf,pnc,paeb,pdk,psg,prp,paep,paer,paem,pael,paes,paeu,paeg,paec,paeo
PA14_72720,PA14,PA14_72720,,,,pau02020,,,,,,,,,,,,,,,,,
PA14_72740,PA14,PA14_72740,,,,pau02020,,,,,,,,,,,,,,,,,
PA14_72750,PA14,PA14_72750,,,,,,,,,,,,,,,,,,,,,
PA14_72760,PA14,PA14_72760,,,,pau01501,,,,,,,,,,,,,,,,,
PA14_72770,PA14,PA14_72770,,,,,,,,,,,,,,,,,,,,,
pdxY,pdxY,PA14_72780,"pae00750,pae01100,pae01240",,,"pau00750,pau01100,pau01240",,"pag00750,pag01100,pag01240","paf00750,paf01100,paf01240","pnc00750,pnc01100,pnc01240","paeb00750,paeb01100,paeb01240",,,,,,,,,"paeu00750,paeu01100,paeu01240",,,
PA14_72790,PA14,PA14_72790,,,,,,,,,,,,,,,,,,,,,
PA14_72800,PA14,PA14_72800,,,,,,,,,,,,,,,,,,,,,
PA14_72810,PA14,PA14_72810,,,,,,,,,,,,,,,,,,,,,
PA14_72820,PA14,PA14_72820,,,,,,,,,,,,,,,,,,,,,
PA14_07290,PA14,PA14_07290,,,,,,,,,,,,,,,,,,,,,
PA14_72840,PA14,PA14_72840,,,,,,,,,,,,,,,,,,,,,
PA14_72850,PA14,PA14_72850,,,,"pau00220,pau00250,pau00630,pau00910,pau01100,pau01120,pau01230,pau02020",,,,,,,,,,,,,,,,,
PA14_72870,PA14,PA14_72870,,,,"pau00860,pau01100,pau01110,pau01120,pau01240",,,,,,,,,,,,,,,,,
PA14_72880,PA14,PA14_72880,,,,"pau00061,pau00780,pau01100,pau01110,pau01212,pau01240",,,,,,,,,,,,,,,,,
PA14_72890,PA14,PA14_72890,,,,,,,,,,,,,,,,,,,,,
PA14_72900,PA14,PA14_72900,,,,,,,,,,,,,,,,,,,,,
PA14_72920,PA14,PA14_72920,,,,,,,,,,,,,,,,,,,,,
PA14_72930,PA14,PA14_72930,,,,,,,,,,,,,,,,,,,,,
PA14_07300,PA14,PA14_07300,,,,,,,,,,,,,,,,,,,,,
PA14_72940,PA14,PA14_72940,,,,,,,,,,,,,,,,,,,,,
PA14_72960,PA14,PA14_72960,,,,,,,,,,,,,,,,,,,,,
tonB,tonB,PA14_72970,,,,,,,,,,,,,,,,,,,,,
PA14_72980,PA14,PA14_72980,,,,,,,,,,,,,,,,,,,,,
PA14_72990,PA14,PA14_72990,,,,,,,,,,,,,,,,,,,,,
PA14_73000,PA14,PA14_73000,,,,,,,,,,,,,,,,,,,,,
PA14_73010,PA14,PA14_73010,,,,,,,,,,,,,,,,,,,,,
PA14_73020,PA14,PA14_73020,,,,,,,,,,,,,,,,,,,,,
PA14_73030,PA14,PA14_73030,,,,,,,,,,,,,,,,,,,,,
amiA,amiA,PA14_73040,pae01503,,,pau01503,pap01503,pag01503,paf01503,pnc01503,paeb01503,,,,,,,,,paeu01503,,,
PA14_07310,PA14,PA14_07310,,,,,,,,,,,,,,,,,,,,,
PA14_73050,PA14,PA14_73050,,,,"pau00790,pau01100,pau01240",,,,,,,,,,,,,,,,,
PA14_73060,PA14,PA14_73060,,,,,,,,,,,,,,,,,,,,,
pyrQ,pyrQ,PA14_73070,"pae00240,pae01100,pae01240",,,"pau00240,pau01100,pau01240",,"pag00240,pag01100,pag01240","paf00240,paf01100,paf01240","pnc00240,pnc01100,pnc01240","paeb00240,paeb01100,paeb01240",,,,,,,,,,,,
PA14_73090,PA14,PA14_73090,,,,,,,,,,,,,,,,,,,,,
PA14_73100,PA14,PA14_73100,,,,,,,,,,,,,,,,,,,,,
PA14_73110,PA14,PA14_73110,,,,,,,,,,,,,,,,,,,,,
PA14_73120,PA14,PA14_73120,,,,,,,,,,,,,,,,,,,,,
PA14_73140,PA14,PA14_73140,,,,,,,,,,,,,,,,,,,,,
PA14_73150,PA14,PA14_73150,,,,pau00564,,,,,,,,,,,,,,,,,
PA14_73160,PA14,PA14_73160,,,,,,,,,,,,,,,,,,,,,
PA14_00670,PA14,PA14_00670,,,,,,,,,,,,,,,,,,,,,
PA14_07330,PA14,PA14_07330,,,,,,,,,,,,,,,,,,,,,
glmS,glmS,PA14_73170,"pae00250,pae00520,pae01100","paev00250,paev00520,paev01100","paei00250,paei00520,paei01100","pau00250,pau00520,pau01100","pap00250,pap00520,pap01100","pag00250,pag00520,pag01100","paf00250,paf00520,paf01100","pnc00250,pnc00520,pnc01100","paeb00250,paeb00520,paeb01100",,,,,,,,,,,"paec00250,paec00520,paec01100","paeo00250,paeo00520,paeo01100"
glmR,glmR,PA14_73190,,,,,,,,,,,,,,,,,,,,,
PA14_73200,PA14,PA14_73200,,,,,,,,,,,,,,,,,,,,,
glmU,glmU,PA14_73220,"pae00520,pae00541,pae01100","paev00520,paev00541,paev01100","paei00520,paei00541,paei01100","pau00520,pau00541,pau01100","pap00520,pap00541,pap01100","pag00520,pag00541,pag01100","paf00520,paf00541,paf01100","pnc00520,pnc00541,pnc01100","paeb00520,paeb00541,paeb01100",,,"prp00520,prp00541,prp01100","paep00520,paep00541,paep01100",,"paem00520,paem00541,paem01100","pael00520,pael00541,pael01100",,"paeu00520,paeu00541,paeu01100","paeg00520,paeg00541,paeg01100","paec00520,paec00541,paec01100","paeo00520,paeo00541,paeo01100"
atpC,atpC,PA14_73230,"pae00190,pae01100","paev00190,paev01100","paei00190,paei01100","pau00190,pau01100","pap00190,pap01100","pag00190,pag01100","paf00190,paf01100","pnc00190,pnc01100","paeb00190,paeb01100","pdk00190,pdk01100","psg00190,psg01100","prp00190,prp01100",,,"paem00190,paem01100","pael00190,pael01100",,"paeu00190,paeu01100","paeg00190,paeg01100","paec00190,paec01100","paeo00190,paeo01100"
atpD,atpD,PA14_73240,"pae00190,pae01100","paev00190,paev01100","paei00190,paei01100","pau00190,pau01100","pap00190,pap01100","pag00190,pag01100","paf00190,paf01100","pnc00190,pnc01100","paeb00190,paeb01100",,,,,,,,,,,"paec00190,paec01100","paeo00190,paeo01100"
atpG,atpG,PA14_73250,"pae00190,pae01100","paev00190,paev01100","paei00190,paei01100","pau00190,pau01100","pap00190,pap01100","pag00190,pag01100","paf00190,paf01100","pnc00190,pnc01100","paeb00190,paeb01100",,,,,,,,,"paeu00190,paeu01100",,"paec00190,paec01100","paeo00190,paeo01100"
atpA,atpA,PA14_73260,"pae00190,pae01100","paev00190,paev01100","paei00190,paei01100","pau00190,pau01100","pap00190,pap01100","pag00190,pag01100","paf00190,paf01100","pnc00190,pnc01100","paeb00190,paeb01100",,,,,,,,,"paeu00190,paeu01100",,"paec00190,paec01100","paeo00190,paeo01100"
atpH,atpH,PA14_73280,"pae00190,pae01100","paev00190,paev01100","paei00190,paei01100","pau00190,pau01100","pap00190,pap01100","pag00190,pag01100","paf00190,paf01100","pnc00190,pnc01100","paeb00190,paeb01100",,,,,,,,,"paeu00190,paeu01100",,"paec00190,paec01100","paeo00190,paeo01100"
atpF,atpF,PA14_73290,"pae00190,pae01100","paev00190,paev01100","paei00190,paei01100","pau00190,pau01100","pap00190,pap01100","pag00190,pag01100","paf00190,paf01100","pnc00190,pnc01100","paeb00190,paeb01100",,,,,,,,,,,"paec00190,paec01100","paeo00190,paeo01100"
PA14_07340,PA14,PA14_07340,,,,,,,,,,,,,,,,,,,,,
atpE,atpE,PA14_73300,"pae00190,pae01100","paev00190,paev01100","paei00190,paei01100","pau00190,pau01100",,"pag00190,pag01100","paf00190,paf01100","pnc00190,pnc01100","paeb00190,paeb01100",,,,,,,,,"paeu00190,paeu01100",,"paec00190,paec01100","paeo00190,paeo01100"
atpB,atpB,PA14_73310,"pae00190,pae01100","paev00190,paev01100","paei00190,paei01100","pau00190,pau01100","pap00190,pap01100","pag00190,pag01100","paf00190,paf01100","pnc00190,pnc01100","paeb00190,paeb01100",,,,,,,,,"paeu00190,paeu01100",,"paec00190,paec01100","paeo00190,paeo01100"
atpI,atpI,PA14_73320,,,,,,,,,,,,,,,,,,,,,
parB,parB,PA14_73330,,,,,,,,,,,,,,,,,,,,,
soj,soj,PA14_73350,,,,,,,,,,,,,,,,,,,,,
gidB,gidB,PA14_73360,,,,,,,,,,,,,,,,,,,,,
gidA,gidA,PA14_73370,,,,,,,,,,,,,,,,,,,,,
PA14_73390,PA14,PA14_73390,,,,,,,,,,,,,,,,,,,,,
trmE,trmE,PA14_73400,,,,,,,,,,,,,,,,,,,,,
PA14_07355,PA14,PA14_07355,,,,,,,,,,,,,,,,,,,,,
PA14_73410,PA14,PA14_73410,,,,"pau02024,pau03060,pau03070",,,,,,,,,,,,,,,,,
rnpA,rnpA,PA14_73420,,,,,,,,,,,,,,,,,,,,,
PA14_07360,PA14,PA14_07360,,,,,,,,,,,,,,,,,,,,,
PA14_07370,PA14,PA14_07370,,,,,,,,,,,,,,,,,,,,,
PA14_07380,PA14,PA14_07380,,,,,,,,,,,,,,,,,,,,,
PA14_07400,PA14,PA14_07400,,,,,,,,,,,,,,,,,,,,,
PA14_07410,PA14,PA14_07410,,,,,,,,,,,,,,,,,,,,,
PA14_07420,PA14,PA14_07420,,,,,,,,,,,,,,,,,,,,,
PA14_07430,PA14,PA14_07430,,,,,,,,,,,,,,,,,,,,,
PA14_00680,PA14,PA14_00680,,,,,,,,,,,,,,,,,,,,,
PA14_07440,PA14,PA14_07440,,,,,,,,,,,,,,,,,,,,,
PA14_07450,PA14,PA14_07450,,,,,,,,,,,,,,,,,,,,,
PA14_07460,PA14,PA14_07460,,,,,,,,,,,,,,,,,,,,,
PA14_07480,PA14,PA14_07480,,,,,,,,,,,,,,,,,,,,,
PA14_07500,PA14,PA14_07500,,,,,,,,,,,,,,,,,,,,,
rpoD,rpoD,PA14_07520,pae02040,paev02040,paei02040,pau02040,pap02040,pag02040,paf02040,pnc02040,paeb02040,,,,,,,,,paeu02040,,paec02040,paeo02040
dnaG,dnaG,PA14_07530,pae03030,paev03030,paei03030,pau03030,pap03030,pag03030,paf03030,pnc03030,paeb03030,pdk03030,psg03030,,,,,,,paeu03030,,paec03030,paeo03030
PA14_07550,PA14,PA14_07550,,,,,,,,,,,,,,,,,,,,,
rpsU,rpsU,PA14_07560,pae03010,paev03010,paei03010,pau03010,pap03010,pag03010,paf03010,pnc03010,paeb03010,pdk03010,psg03010,prp03010,paep03010,,paem03010,pael03010,,paeu03010,paeg03010,paec03010,paeo03010
PA14_00690,PA14,PA14_00690,,,,,,,,,,,,,,,,,,,,,
gcp,gcp,PA14_07570,,,,,,,,,,,,,,,,,,,,,
PA14_07580,PA14,PA14_07580,,,,"pau00561,pau00564,pau01100,pau01110",,,,,,,,,,,,,,,,,
folB,folB,PA14_07590,"pae00790,pae01100,pae01240","paev00790,paev01100,paev01240","paei00790,paei01100,paei01240","pau00790,pau01100,pau01240","pap00790,pap01100,pap01240","pag00790,pag01100,pag01240","paf00790,paf01100,paf01240","pnc00790,pnc01100,pnc01240","paeb00790,paeb01100,paeb01240",,,"prp00790,prp01100,prp01240",,,"paem00790,paem01100,paem01240","pael00790,pael01100,pael01240",,"paeu00790,paeu01100,paeu01240","paeg00790,paeg01100,paeg01240","paec00790,paec01100,paec01240","paeo00790,paeo01100,paeo01240"
PA14_07600,PA14,PA14_07600,,,,"pau00790,pau01100,pau01240",,,,,,,,,,,,,,,,,
cca,cca,PA14_07620,,,,,,,,,,,,,,,,,,,,,
PA14_07630,PA14,PA14_07630,,,,,,,,,,,,,,,,,,,,,
PA14_07650,PA14,PA14_07650,,,,,,,,,,,,,,,,,,,,,
PA14_07660,PA14,PA14_07660,,,,,,,,,,,,,,,,,,,,,
PA14_07680,PA14,PA14_07680,,,,,,,,,,,,,,,,,,,,,
glpE,glpE,PA14_07690,,,,"pau00920,pau01100,pau01110,pau01120",,,"paf00920,paf01100,paf01110,paf01120","pnc00920,pnc01100,pnc01110,pnc01120","paeb00920,paeb01100,paeb01110,paeb01120","pdk00920,pdk01100,pdk01110,pdk01120","psg00920,psg01100,psg01110,psg01120","prp00920,prp01100,prp01110,prp01120",,,"paem00920,paem01100,paem01110,paem01120","pael00920,pael01100,pael01110,pael01120",,"paeu00920,paeu01100,paeu01110,paeu01120","paeg00920,paeg01100,paeg01110,paeg01120",,
PA14_00700,PA14,PA14_00700,,,,,,,,,,,,,,,,,,,,,
apaH,apaH,PA14_07700,"pae00230,pae01100","paev00230,paev01100","paei00230,paei01100","pau00230,pau01100",,"pag00230,pag01100","paf00230,paf01100",,"paeb00230,paeb01100","pdk00230,pdk01100","psg00230,psg01100",,,,,,,"paeu00230,paeu01100",,"paec00230,paec01100","paeo00230,paeo01100"
apaG,apaG,PA14_07710,,,,,,,,,,,,,,,,,,,,,
ksgA,ksgA,PA14_07730,,,,,,,,,,,,,,,,,,,,,
surA,surA,PA14_07760,,,,,,,,,,,,,,,,,,,,,
ostA,ostA,PA14_07770,,,,,,,,,,,,,,,,,,,,,
PA14_07780,PA14,PA14_07780,,,,"pau00520,pau01100",,,,,,,,,,,,,,,,,
PA14_07790,PA14,PA14_07790,,,,"pau00520,pau01100",,,,,,,,,,,,,,,,,
PA14_07800,PA14,PA14_07800,,,,,,,,,,,,,,,,,,,,,
PA14_07810,PA14,PA14_07810,,,,,,,,,,,,,,,,,,,,,
osmC,osmC,PA14_00710,,,,,,,,,,,,,,,,,,,,,
PA14_07820,PA14,PA14_07820,,,,,,,,,,,,,,,,,,,,,
PA14_07840,PA14,PA14_07840,,,,,,,,,,,,,,,,,,,,,
PA14_07850,PA14,PA14_07850,,,,pau02024,,,,,,,,,,,,,,,,,
PA14_07860,PA14,PA14_07860,,,,pau02024,,,,,,,,,,,,,,,,,
PA14_07870,PA14,PA14_07870,,,,pau02024,,,,,,,,,,,,,,,,,
PA14_07890,PA14,PA14_07890,,,,pau02024,,,,,,,,,,,,,,,,,
PA14_07900,PA14,PA14_07900,,,,pau02024,,,,,,,,,,,,,,,,,
rpe,rpe,PA14_07910,"pae00030,pae00040,pae01100,pae01110,pae01120,pae01200,pae01230","paev00030,paev00040,paev01100,paev01110,paev01120,paev01200,paev01230","paei00030,paei00040,paei01100,paei01110,paei01120,paei01200,paei01230","pau00030,pau00040,pau01100,pau01110,pau01120,pau01200,pau01230","pap00030,pap00040,pap01100,pap01110,pap01120,pap01200,pap01230","pag00030,pag00040,pag01100,pag01110,pag01120,pag01200,pag01230","paf00030,paf00040,paf01100,paf01110,paf01120,paf01200,paf01230","pnc00030,pnc00040,pnc01100,pnc01110,pnc01120,pnc01200,pnc01230","paeb00030,paeb00040,paeb01100,paeb01110,paeb01120,paeb01200,paeb01230",,,,,,,,,"paeu00030,paeu00040,paeu01100,paeu01110,paeu01120,paeu01200,paeu01230",,"paec00030,paec00040,paec01100,paec01110,paec01120,paec01200,paec01230","paeo00030,paeo00040,paeo01100,paeo01110,paeo01120,paeo01200,paeo01230"
PA14_07930,PA14,PA14_07930,,,,"pau00630,pau01100,pau01110",,,,,,,,,,,,,,,,,
trpE,trpE,PA14_07940,"pae00400,pae00405,pae01100,pae01110,pae01230,pae02024,pae02025","paev00400,paev00405,paev01100,paev01110,paev01230,paev02024,paev02025","paei00400,paei00405,paei01100,paei01110,paei01230,paei02024,paei02025","pau00400,pau00405,pau01100,pau01110,pau01230,pau02024,pau02025",,"pag00400,pag00405,pag01100,pag01110,pag01230,pag02024,pag02025","paf00400,paf00405,paf01100,paf01110,paf01230,paf02024,paf02025","pnc00400,pnc00405,pnc01100,pnc01110,pnc01230,pnc02024,pnc02025","paeb00400,paeb00405,paeb01100,paeb01110,paeb01230,paeb02024,paeb02025",,,,,,,,,,,"paec00400,paec00405,paec01100,paec01110,paec01230,paec02024,paec02025","paeo00400,paeo00405,paeo01100,paeo01110,paeo01230,paeo02024,paeo02025"
PA14_00720,PA14,PA14_00720,,,,,,,,,,,,,,,,,,,,,
prtN,prtN,PA14_07950,,,,,,,,,,,,,,,,,,,,,
prtR,prtR,PA14_07960,,,,,,,,,,,,,,,,,,,,,
PA14_07970,PA14,PA14_07970,,,,,,,,,,,,,,,,,,,,,
PA14_07980,PA14,PA14_07980,,,,,,,,,,,,,,,,,,,,,
PA14_07990,PA14,PA14_07990,,,,,,,,,,,,,,,,,,,,,
PA14_08000,PA14,PA14_08000,,,,,,,,,,,,,,,,,,,,,
PA14_08010,PA14,PA14_08010,,,,,,,,,,,,,,,,,,,,,
PA14_08020,PA14,PA14_08020,,,,,,,,,,,,,,,,,,,,,
PA14_00730,PA14,PA14_00730,,,,,,,,,,,,,,,,,,,,,
PA14_08030,PA14,PA14_08030,,,,,,,,,,,,,,,,,,,,,
PA14_08040,PA14,PA14_08040,,,,,,,,,,,,,,,,,,,,,
PA14_08050,PA14,PA14_08050,,,,,,,,,,,,,,,,,,,,,
PA14_08070,PA14,PA14_08070,,,,,,,,,,,,,,,,,,,,,
PA14_08090,PA14,PA14_08090,,,,,,,,,,,,,,,,,,,,,
PA14_08100,PA14,PA14_08100,,,,,,,,,,,,,,,,,,,,,
PA14_08120,PA14,PA14_08120,,,,,,,,,,,,,,,,,,,,,
PA14_08130,PA14,PA14_08130,,,,,,,,,,,,,,,,,,,,,
PA14_08140,PA14,PA14_08140,,,,,,,,,,,,,,,,,,,,,
PA14_08150,PA14,PA14_08150,,,,,,,,,,,,,,,,,,,,,
PA14_00740,PA14,PA14_00740,,,,,,,,,,,,,,,,,,,,,
PA14_08160,PA14,PA14_08160,,,,,,,,,,,,,,,,,,,,,
PA14_08180,PA14,PA14_08180,,,,,,,,,,,,,,,,,,,,,
PA14_08190,PA14,PA14_08190,,,,,,,,,,,,,,,,,,,,,
PA14_08210,PA14,PA14_08210,,,,,,,,,,,,,,,,,,,,,
PA14_08220,PA14,PA14_08220,,,,,,,,,,,,,,,,,,,,,
PA14_08230,PA14,PA14_08230,,,,,,,,,,,,,,,,,,,,,
PA14_08240,PA14,PA14_08240,,,,,,,,,,,,,,,,,,,,,
PA14_08250,PA14,PA14_08250,,,,,,,,,,,,,,,,,,,,,
PA14_08260,PA14,PA14_08260,,,,,,,,,,,,,,,,,,,,,
PA14_08270,PA14,PA14_08270,,,,,,,,,,,,,,,,,,,,,
PA14_00750,PA14,PA14_00750,,,,,,,,,,,,,,,,,,,,,
PA14_08280,PA14,PA14_08280,,,,,,,,,,,,,,,,,,,,,
PA14_08300,PA14,PA14_08300,,,,,,,,,,,,,,,,,,,,,
PA14_08330,PA14,PA14_08330,,,,,,,,,,,,,,,,,,,,,
trpG,trpG,PA14_08340,"pae00400,pae00405,pae01100,pae01110,pae01230,pae02024,pae02025","paev00400,paev00405,paev01100,paev01110,paev01230,paev02024,paev02025","paei00400,paei00405,paei01100,paei01110,paei01230,paei02024,paei02025","pau00400,pau00405,pau01100,pau01110,pau01230,pau02024,pau02025","pap00400,pap00405,pap01100,pap01110,pap01230,pap02024,pap02025","pag00400,pag00405,pag01100,pag01110,pag01230,pag02024,pag02025","paf00400,paf00405,paf01100,paf01110,paf01230,paf02024,paf02025","pnc00400,pnc00405,pnc01100,pnc01110,pnc01230,pnc02024,pnc02025","paeb00400,paeb00405,paeb01100,paeb01110,paeb01230,paeb02024,paeb02025",,,,,,,,,"paeu00400,paeu00405,paeu01100,paeu01110,paeu01230,paeu02024,paeu02025",,"paec00400,paec00405,paec01100,paec01110,paec01230,paec02024,paec02025","paeo00400,paeo00405,paeo01100,paeo01110,paeo01230,paeo02024,paeo02025"
trpD,trpD,PA14_08350,"pae00400,pae01100,pae01110,pae01230","paev00400,paev01100,paev01110,paev01230","paei00400,paei01100,paei01110,paei01230","pau00400,pau01100,pau01110,pau01230","pap00400,pap01100,pap01110,pap01230","pag00400,pag01100,pag01110,pag01230","paf00400,paf01100,paf01110,paf01230","pnc00400,pnc01100,pnc01110,pnc01230","paeb00400,paeb01100,paeb01110,paeb01230","pdk00400,pdk01100,pdk01110,pdk01230","psg00400,psg01100,psg01110,psg01230","prp00400,prp01100,prp01110,prp01230","paep00400,paep01100,paep01110,paep01230",,"paem00400,paem01100,paem01110,paem01230","pael00400,pael01100,pael01110,pael01230",,"paeu00400,paeu01100,paeu01110,paeu01230","paeg00400,paeg01100,paeg01110,paeg01230","paec00400,paec01100,paec01110,paec01230","paeo00400,paeo01100,paeo01110,paeo01230"
trpC,trpC,PA14_08360,"pae00400,pae01100,pae01110,pae01230",,,"pau00400,pau01100,pau01110,pau01230","pap00400,pap01100,pap01110,pap01230","pag00400,pag01100,pag01110,pag01230","paf00400,paf01100,paf01110,paf01230",,"paeb00400,paeb01100,paeb01110,paeb01230","pdk00400,pdk01100,pdk01110,pdk01230","psg00400,psg01100,psg01110,psg01230","prp00400,prp01100,prp01110,prp01230","paep00400,paep01100,paep01110,paep01230",,"paem00400,paem01100,paem01110,paem01230","pael00400,pael01100,pael01110,pael01230",,"paeu00400,paeu01100,paeu01110,paeu01230","paeg00400,paeg01100,paeg01110,paeg01230",,
vfr,vfr,PA14_08370,"pae02020,pae02024,pae02025","paev02020,paev02024,paev02025","paei02020,paei02024,paei02025","pau02020,pau02024,pau02025",,"pag02020,pag02024,pag02025","paf02020,paf02024,paf02025","pnc02020,pnc02024,pnc02025","paeb02020,paeb02024,paeb02025",,,,,,,,,"paeu02020,paeu02024,paeu02025",,"paec02020,paec02024,paec02025","paeo02020,paeo02024,paeo02025"
PA14_00070,PA14,PA14_00070,,,,"pau00540,pau01100",,,,,,,,,,,,,,,,,
PA14_00760,PA14,PA14_00760,,,,,,,,,,,,,,,,,,,,,
PA14_08380,PA14,PA14_08380,,,,,,,,,,,,,,,,,,,,,
speD,speD,PA14_08390,"pae00270,pae00330,pae01100","paev00270,paev00330,paev01100","paei00270,paei00330,paei01100","pau00270,pau00330,pau01100","pap00270,pap00330,pap01100","pag00270,pag00330,pag01100","paf00270,paf00330,paf01100","pnc00270,pnc00330,pnc01100","paeb00270,paeb00330,paeb01100",,,,,,,,,"paeu00270,paeu00330,paeu01100",,"paec00270,paec00330,paec01100","paeo00270,paeo00330,paeo01100"
PA14_08400,PA14,PA14_08400,,,,"pau00130,pau01100,pau01110,pau01240",,,,,,,,,,,,,,,,,
PA14_08420,PA14,PA14_08420,,,,,,,,,,,,,,,,,,,,,
PA14_08430,PA14,PA14_08430,,,,,,,,,,,,,,,,,,,,,
PA14_08440,PA14,PA14_08440,,,,,,,,,,,,,,,,,,,,,
PA14_08450,PA14,PA14_08450,,,,,,,,,,,,,,,,,,,,,
PA14_08460,PA14,PA14_08460,,,,"pau00910,pau01100",,,,,,,,,,,,,,,,,
PA14_08470,PA14,PA14_08470,,,,"pau00860,pau01100,pau01110,pau01240",,,,,,,,,,,,,,,,,
argC,argC,PA14_08480,"pae00220,pae01100,pae01110,pae01210,pae01230","paev00220,paev01100,paev01110,paev01210,paev01230","paei00220,paei01100,paei01110,paei01210,paei01230","pau00220,pau01100,pau01110,pau01210,pau01230","pap00220,pap01100,pap01110,pap01210,pap01230","pag00220,pag01100,pag01110,pag01210,pag01230","paf00220,paf01100,paf01110,paf01210,paf01230","pnc00220,pnc01100,pnc01110,pnc01210,pnc01230","paeb00220,paeb01100,paeb01110,paeb01210,paeb01230","pdk00220,pdk01100,pdk01110,pdk01210,pdk01230","psg00220,psg01100,psg01110,psg01210,psg01230","prp00220,prp01100,prp01110,prp01210,prp01230",,,"paem00220,paem01100,paem01110,paem01210,paem01230","pael00220,pael01100,pael01110,pael01210,pael01230",,"paeu00220,paeu01100,paeu01110,paeu01210,paeu01230","paeg00220,paeg01100,paeg01110,paeg01210,paeg01230","paec00220,paec01100,paec01110,paec01210,paec01230","paeo00220,paeo01100,paeo01110,paeo01210,paeo01230"
PA14_00770,PA14,PA14_00770,,,,"pau00630,pau01100,pau01110",,,,,,,,,,,,,,,,,
PA14_08490,PA14,PA14_08490,,,,,,,,,,,,,,,,,,,,,
PA14_08500,PA14,PA14_08500,,,,,,,,,,,,,,,,,,,,,
PA14_08510,PA14,PA14_08510,,,,,,,,,,,,,,,,,,,,,
anmK,anmK,PA14_08520,,paev00520,paei00520,pau00520,,,paf00520,pnc00520,paeb00520,pdk00520,psg00520,,,,,,,paeu00520,,paec00520,paeo00520
PA14_08540,PA14,PA14_08540,,,,,,,,,,,,,,,,,,,,,
tyrZ,tyrZ,PA14_08560,pae00970,,,pau00970,,pag00970,paf00970,pnc00970,paeb00970,,,,,,,,,paeu00970,,,
birA,birA,PA14_08620,"pae00780,pae01100",,,"pau00780,pau01100",,"pag00780,pag01100",,"pnc00780,pnc01100","paeb00780,paeb01100",,,,,,,,,"paeu00780,paeu01100",,,
PA14_08630,PA14,PA14_08630,,,,"pau00770,pau01100,pau01240",,,,,,,,,,,,,,,,,
PA14_08640,PA14,PA14_08640,,,,,,,,,,,,,,,,,,,,,
PA14_00780,PA14,PA14_00780,,,,,,,,,,,,,,,,,,,,,
secE,secE,PA14_08695,"pae02024,pae03060,pae03070",,,"pau02024,pau03060,pau03070","pap02024,pap03060,pap03070","pag02024,pag03060,pag03070","paf02024,paf03060,paf03070","pnc02024,pnc03060,pnc03070","paeb02024,paeb03060,paeb03070","pdk02024,pdk03060,pdk03070","psg02024,psg03060,psg03070",,,,,,,,,,
nusG,nusG,PA14_08710,,,,,,,,,,,,,,,,,,,,,
rplK,rplK,PA14_08720,pae03010,paev03010,paei03010,pau03010,pap03010,pag03010,paf03010,pnc03010,paeb03010,pdk03010,psg03010,,,,,,,paeu03010,,paec03010,paeo03010
rplA,rplA,PA14_08730,pae03010,paev03010,paei03010,pau03010,pap03010,pag03010,paf03010,pnc03010,paeb03010,pdk03010,psg03010,,,,,,,paeu03010,,paec03010,paeo03010
rplJ,rplJ,PA14_08740,pae03010,paev03010,paei03010,pau03010,pap03010,pag03010,paf03010,pnc03010,paeb03010,pdk03010,psg03010,,paep03010,,,,,paeu03010,,paec03010,paeo03010
rplL,rplL,PA14_08750,pae03010,paev03010,paei03010,pau03010,pap03010,pag03010,paf03010,pnc03010,paeb03010,pdk03010,psg03010,,paep03010,,,,,paeu03010,,paec03010,paeo03010
rpoB,rpoB,PA14_08760,pae03020,paev03020,paei03020,pau03020,pap03020,pag03020,paf03020,pnc03020,paeb03020,pdk03020,psg03020,prp03020,paep03020,,paem03020,pael03020,,,paeg03020,paec03020,paeo03020
rpoC,rpoC,PA14_08780,pae03020,paev03020,paei03020,pau03020,pap03020,pag03020,paf03020,pnc03020,paeb03020,,,,,,,,,,,paec03020,paeo03020
rpsL,rpsL,PA14_08790,pae03010,paev03010,paei03010,pau03010,pap03010,pag03010,paf03010,pnc03010,paeb03010,pdk03010,psg03010,,,,,,,paeu03010,,paec03010,paeo03010
rpsG,rpsG,PA14_08810,pae03010,paev03010,paei03010,pau03010,pap03010,pag03010,paf03010,pnc03010,paeb03010,,,,,,,,,,,paec03010,paeo03010
prlC,prlC,PA14_00790,,,,,,,,,,,,,,,,,,,,,
fusA1,fusA1,PA14_08820,,,,,,,,,,,,,,,,,,,,,
rpsJ,rpsJ,PA14_08840,pae03010,paev03010,paei03010,pau03010,pap03010,pag03010,paf03010,pnc03010,paeb03010,pdk03010,psg03010,prp03010,paep03010,,paem03010,pael03010,,paeu03010,paeg03010,paec03010,paeo03010
rplC,rplC,PA14_08850,pae03010,paev03010,paei03010,pau03010,pap03010,pag03010,paf03010,pnc03010,paeb03010,pdk03010,psg03010,,,,,,,paeu03010,,paec03010,paeo03010
rplD,rplD,PA14_08860,pae03010,paev03010,paei03010,pau03010,pap03010,pag03010,paf03010,pnc03010,paeb03010,pdk03010,psg03010,prp03010,paep03010,,paem03010,pael03010,,paeu03010,paeg03010,paec03010,paeo03010
rplW,rplW,PA14_08870,pae03010,,,pau03010,pap03010,pag03010,paf03010,pnc03010,paeb03010,pdk03010,psg03010,,paep03010,,,,,paeu03010,,,
