"CS1","CS2"
"pau00627.1",-0.307503913259546,5.08299127938834
"pau00903.0",-0.0181232077969831,-0.0253158527637833
"pau00903.1",7.33536937793475,10.2465928338952
"pau00930.0",0.00201361370534525,-0.0183636573657119
"pau00930.1",-0.967064660731081,8.81938975336342
"pau00440.0",0.00485804232236167,-0.00523807592723842
"pau00440.1",-11.069381015607,11.9353135233893
"pau00643.0",-0.000810894933111446,-0.00023349549530853
"pau00643.1",1.03863033191355,0.29907142576668
"pau02030.0",-0.0237895147859219,0.0780746067481736
"pau02030.1",1.06317359431941,-3.48922039934383
"pau00565.0",0.00135421188474577,0.000920468408523947
"pau00565.1",-6.12966373791593,-4.16638037900964
"pau00460.0",0.0213199792517796,-0.0143756349712513
"pau00460.1",-8.57719509952773,5.78343085478019
"pau00130.0",-0.0324862300244017,-0.0275792856491547
"pau00130.1",6.01037361606426,5.10252530660125
"pau00052.0",0.0123379886201324,-0.0226292568378704
"pau00052.1",-1.92620868830435,3.53288307138257
"pau00500.0",0.178379992968978,-0.158596028220332
"pau00500.1",-15.7227962833185,13.9789950742143
"pau00340.0",-0.0238273273310671,-0.0343733537144274
"pau00340.1",2.61293079468545,3.76941959075444
"pau00401.0",-0.00540234551712811,-0.0133438168692731
"pau00401.1",1.05613829499881,2.60866617146364
"pau03420.0",-0.0214597031006416,-0.0231489152973377
"pau03420.1",3.2050631501907,3.45735143857441
"pau00770.0",-0.151990984815038,-0.0172208673238103
"pau00770.1",7.62828438147691,0.864299112224119
"pau00660.0",-0.171272200588607,-0.0282901012770493
"pau00660.1",9.87202332073061,1.63062387587165
"pau00261.0",-0.178893899824297,-0.0917871609654298
"pau00261.1",27.2313382310685,13.9718974653359
"pau00633.0",0.000315800648073378,0.00023627879884015
"pau00633.1",-5.7826333715208,-4.32650685010132
"pau00590.0",0.0163940010210153,-0.0158169662053473
"pau00590.1",-12.0696257207242,11.6447999418303
"pau00361.0",0.00369095809719926,0.0028054922261538
"pau00361.1",-8.55486698699196,-6.50254275332946
"pau00364.0",0.00108075559253475,0.00492792758977562
"pau00364.1",-3.3473169716897,-15.2627807530716
"pau00623.0",0.00107931688381769,0.00469476220380906
"pau00623.1",-3.62148488063797,-15.7525658999669
"pau00405.0",0.130841339195992,-0.0856631149465216
"pau00405.1",-21.7448752232195,14.2365842262908
"pau00622.0",7.52813445074199e-05,0.00023132980769102
"pau00622.1",-2.55568699500779,-7.85329466339862
"pau00471.0",-0.0737593144552672,-0.0109744627395551
"pau00471.1",22.6145074361623,3.36475563885658
"pau01053.0",-0.0820183167532115,-0.0394277443576839
"pau01053.1",49.3658178472944,23.7310752419812
"pau00600.0",0.000166314412629457,0.00113111859196603
"pau00600.1",-2.86481658012987,-19.4838633953933
"pau00332.0",-0.00337515935240449,-0.00793890346108033
"pau00332.1",1.93510198573851,4.55166297294332
"pau00791.0",-0.00359589114810903,-0.0003511935369889
"pau00791.1",12.1412726145741,1.18578018561575
"pau00473.0",-0.0193009328457178,-0.00830327777047422
"pau00473.1",10.3797504339974,4.46537748877779
"pau00523.0",0.0590696141131097,-0.0416703264870363
"pau00523.1",-17.7065675888338,12.4909983494835
"pau00525.0",0.0409354699334954,-0.0296989042834534
"pau00525.1",-23.1341450338486,16.7839470306804
"pau03020.0",0.225896026118773,0.161046541311871
"pau03020.1",-5.95601332556028,-4.24618069901136
