Reaction,ID,Subsystem,WT_force_RL_mean,RhlA_mean,AbsDiff,Diff,RelDiff,pval,-logpval
CCbuttc_c + h_c --> 4cml_c,MUCCY_kt,S_Aromatic_Compounds_Degradation__B_Ketoadipate_pathway,0.06160553253312388,0.054675357286160485,0.006930175246963398,-0.006930175246963398,-0.11249274151209068,0.00468215960620044,5.363995821173549
o2_c + phe_L_c + thmnp_c --> dhmpt_c + h2o_c + tyr_L_c,PHETHPTOX3,S_Aromatic_Compounds_Degradation__Homogentisate_pathway,0.06122586073863921,0.06469057866261264,0.0034647179239734316,0.0034647179239734316,0.05658912561088541,0.03564207464700059,3.334228466878432
akg_c + tyr_L_c <=> 34hpp_c + glu_L_c,TYRTA,S_Aromatic_Compounds_Degradation__Homogentisate_pathway,0.03794290880764052,0.041201051577828204,0.003258142770187683,0.003258142770187683,0.08586960969981286,0.04442799299433414,3.1138855353631016
h_c + nadph_c + ukquivo_c --> nadp_c + uquivo_c,UKQUIVORy,S_Cell_Envelope_Biosynthesis__O_antigen_Biosynthesis,0.0007596778954444357,0.0007982662147392275,3.858831929479188e-05,3.858831929479188e-05,0.050795632630875075,0.0030955080181691093,5.777803244742114
h_c + nadh_c + ukquivo_c --> nad_c + uquivo_c,UKQUIVORx,S_Cell_Envelope_Biosynthesis__O_antigen_Biosynthesis,0.0011598384290204945,0.0011138218361585004,4.601659286199416e-05,-4.601659286199416e-05,-0.03967500275090561,0.0004079109827109185,7.804461586994853
atp_c + h2o_c + unquivo_c --> adp_c + h_c + pi_c + unquivo_p,OSKTabcpp,S_Cell_Envelope_Biosynthesis__O_antigen_Biosynthesis,0.0004984658565050347,0.0005502263283072414,5.1760471802206765e-05,5.1760471802206765e-05,0.10383955315439738,1.0467488559228246e-05,11.467236432034055
unquivo_c --> unquivo_p,OSKTpp,S_Cell_Envelope_Biosynthesis__O_antigen_Biosynthesis,0.001419162467577795,0.001351427535474361,6.7734932103434e-05,-6.7734932103434e-05,-0.04772880741346194,1.2294283405347857e-08,18.214131446397065
h2o_p + murein3px3p_p --> murein3p3p_p,MLDEP1pp,S_Cell_Envelope_Biosynthesis__Peptidoglycan_Biosynthesis,6.518284592807992e-05,7.011379097819373e-05,4.930945050113817e-06,4.930945050113817e-06,0.07564789447141385,0.002901086881684365,5.842669825417022
h2o_p + murein5p3p_p --> ala_D_p + murein4p3p_p,MDDCP5pp,S_Cell_Envelope_Biosynthesis__Peptidoglycan_Biosynthesis,0.00011970910397288716,0.00011378236610864176,5.926737864245395e-06,-5.926737864245395e-06,-0.049509499842115084,0.005396682341361606,5.221970895450726
h2o_p + murein5px3p_p --> alaala_p + murein3px3p_p,MLDCP3App,S_Cell_Envelope_Biosynthesis__Peptidoglycan_Biosynthesis,6.518284592807992e-05,7.011379097819373e-05,4.930945050113817e-06,4.930945050113817e-06,0.07564789447141385,0.002901086881684365,5.842669825417022
h2o_p + murein5p5p_p --> alaala_p + murein5p3p_p,MLDCP2App,S_Cell_Envelope_Biosynthesis__Peptidoglycan_Biosynthesis,4.59932373311551e-05,4.1694970108347926e-05,4.298267222807174e-06,-4.298267222807174e-06,-0.09345433094564089,0.002470368813152975,6.003387822422953
cpppg3_c + 2.0 h_c + o2_c --> 2.0 co2_c + 2.0 h2o_c + pppg9_c,CPPPGO,S_Cofactor_and_Prosthetic_Group_Biosynthesis__Porphyrin_and_Chlorophyll_Metabolism,5.5893088746896234e-05,5.315459940026317e-05,2.738489346633066e-06,-2.738489346633066e-06,-0.048995133531337276,0.0003638325936343962,7.918816703715282
2.0 amet_c + cpppg3_c --> 2.0 co2_c + 2.0 dad_5_c + 2.0 met_L_c + pppg9_c,CPPPGO2,S_Cofactor_and_Prosthetic_Group_Biosynthesis__Porphyrin_and_Chlorophyll_Metabolism,5.642217593848238e-05,5.8743849982463804e-05,2.321674043981424e-06,2.321674043981424e-06,0.04114825430541294,0.013184298317115567,4.328728678862611
h2mb4p_c + h_c + nadh_c --> h2o_c + ipdp_c + nad_c,IPDPS,S_Cofactor_and_Prosthetic_Group_Biosynthesis__Terpenoid_backbone_biosynthesis,0.00016556268392927867,0.00018231825143961126,1.675556751033259e-05,1.675556751033259e-05,0.10120376834123959,1.322479057389407e-05,11.233417415967672
ipdp_c <=> dmpp_c,IPDDI,S_Cofactor_and_Prosthetic_Group_Biosynthesis__Terpenoid_backbone_biosynthesis,-0.0002684094126186204,-0.0002534906509787681,1.491876163985231e-05,1.491876163985231e-05,-0.05558211053145961,0.0002457053438770349,8.311377529072379
h2mb4p_c + h_c + nadh_c --> dmpp_c + h2o_c + nad_c,DMPPS,S_Cofactor_and_Prosthetic_Group_Biosynthesis__Terpenoid_backbone_biosynthesis,0.00035344557561537587,0.00033888745467839987,1.4558120936976001e-05,-1.4558120936976001e-05,-0.041189144641658605,0.0018657776699844435,6.284077331573966
chor_c --> 4hbz_c + pyr_c,CHRPL,S_Cofactor_and_Prosthetic_Group_Biosynthesis__Ubiquinone_biosynthesis,0.042671158497883076,0.047889528470416616,0.00521836997253354,0.00521836997253354,0.1222926715896974,0.049320250315754016,3.0094205253591726
3oodcoa_c + coa_c --> accoa_c + pmtcoa_c,KAT8,S_Fatty_Acid_Metabolism,0.35017602580502655,0.3707640595826142,0.020588033777587667,0.020588033777587667,0.058793384642073745,4.4482549502253926e-05,10.020413591718201
3otdcoa_c + coa_c --> accoa_c + ddcacoa_c,KAT6,S_Fatty_Acid_Metabolism,0.07627895542545851,0.09357417634296887,0.01729522091751036,0.01729522091751036,0.22673646775894346,0.017261304235644266,4.05928803212349
3oddcoa_c + coa_c --> accoa_c + dcacoa_c,KAT5,S_Fatty_Acid_Metabolism,0.0680572344581429,0.09229376517213002,0.02423653071398711,0.02423653071398711,0.3561198292430359,0.00038696623641429166,7.857173113148022
dcacoa_c + fad_c <=> dc2coa_c + fadh2_c,ACOAD4f,S_Fatty_Acid_Metabolism,0.07772866813039167,0.10332799361372848,0.025599325483336807,0.025599325483336807,0.32934213462133866,0.008461591585429388,4.772217992392947
fad_c + stcoa_c <=> fadh2_c + od2coa_c,ACOAD8f,S_Fatty_Acid_Metabolism,0.35017602580502655,0.3707640595826142,0.020588033777587667,0.020588033777587667,0.058793384642073745,0.00032490795532271307,8.031968630138959
atp_c + coa_c + h_p + ocdca_p --> amp_c + h_c + ppi_c + stcoa_c,FACOAL180t2pp,S_Fatty_Acid_Metabolism,0.35017602580502655,0.3707640595825037,0.020588033777477144,0.020588033777477144,0.05879338464175812,0.0032490795535063326,5.72938353705898
atp_c + coa_c + h_p + hdca_p --> amp_c + h_c + pmtcoa_c + ppi_c,FACOAL160t2pp,S_Fatty_Acid_Metabolism,0.24067093857882588,0.21017040845898008,0.030500530119845798,-0.030500530119845798,-0.12673125513181183,1.984182620327134e-05,10.827718413807716
tdecoa_c --> td2coa_c,TDECOAI,S_Fatty_Acid_Metabolism,0.0279709730983326,0.036201296107935085,0.008230323009602487,0.008230323009602487,0.2942451440880729,0.009177907963992486,4.6909559909533805
3hodcoa_c <=> h2o_c + od2coa_c,ECOAH8,S_Fatty_Acid_Metabolism,-0.35017602580502655,-0.3707640595826142,0.020588033777587667,-0.020588033777587667,0.058793384642073745,8.4027919480012e-05,9.384361439583168
3hodcoa_c + nad_c --> 3oodcoa_c + h_c + nadh_c,HACD8i,S_Fatty_Acid_Metabolism,0.35017602580502655,0.3707640595826142,0.020588033777587667,0.020588033777587667,0.058793384642073745,4.816424291380552e-05,9.940893660474602
hdcoa_c --> hdd2coa_c,HDCOAI,S_Fatty_Acid_Metabolism,0.04904668809112501,0.05889631856958587,0.00984963047846086,0.00984963047846086,0.20082152051043684,2.9435849477809152e-05,10.433297256453926
tdec2eACP_c <=> cdec3eACP_c,T2DECAI,S_Fatty_Acid__Biosynthesis,0.18242880574879364,0.21816538869560895,0.03573658294681531,0.03573658294681531,0.19589331191492287,0.013073473008208146,4.337170062986431
h_c + malACP_c + palmACP_c --> 3ooctdACP_c + ACP_c + co2_c,3OAS180,S_Fatty_Acid__Biosynthesis,0.3518697551617703,0.3724531036925446,0.02058334853077426,0.02058334853077426,0.05849706668113936,0.0032490795535063326,5.72938353705898
actACP_c + h_c + nadph_c <=> 3haACP_c + nadp_c,3OAR40,S_Fatty_Acid__Biosynthesis,0.16561797184361454,0.13207018926424402,0.03354778257937052,-0.03354778257937052,-0.20256124505043543,7.731070750747657e-10,20.98060355807917
accoa_c + h_c + malACP_c --> actACP_c + co2_c + coa_c,KAS15,S_Fatty_Acid__Biosynthesis,0.07808531854905587,0.05600731956848625,0.02207799898056962,-0.02207799898056962,-0.28274199799414873,5.962009738966331e-09,18.93785820818527
acACP_c + h_c + malACP_c --> ACP_c + actACP_c + co2_c,KAS14,S_Fatty_Acid__Biosynthesis,0.06560291687543593,0.049547531176078755,0.016055385699357175,-0.016055385699357175,-0.24473585114885163,1.5875258980174315e-06,13.353333792600864
3ooctdACP_c + h_c + nadph_c <=> 3hoctaACP_c + nadp_c,3OAR180,S_Fatty_Acid__Biosynthesis,0.3518697551617703,0.3724531036925446,0.02058334853077426,0.02058334853077426,0.05849706668113936,0.0032490795535063326,5.72938353705898
3hoctaACP_c --> h2o_c + toctd2eACP_c,3HAD180,S_Fatty_Acid__Biosynthesis,0.3518697551617703,0.3724531036925446,0.02058334853077426,0.02058334853077426,0.05849706668113936,0.0032490795535063326,5.72938353705898
h_c + nadph_c + toctd2eACP_c --> nadp_c + ocdcaACP_c,EAR180y,S_Fatty_Acid__Biosynthesis,0.3518697551617703,0.3724531036925446,0.02058334853077426,0.02058334853077426,0.05849706668113936,8.658106212187153e-05,9.354429448505801
h_c + nadph_c + t3c5ddeceACP_c --> cddec5eACP_c + nadp_c,EAR121y,S_Fatty_Acid__Biosynthesis,0.1228710892005533,0.14191495933009365,0.019043870129540355,0.019043870129540355,0.1549906512056426,0.030913405508197368,3.4765653539409827
for_c + nad_c --> co2_c + nadh_c,FDH,S_Formaldehyde_Metabolism,0.08401221252472413,0.09393858221708588,0.009926369692361756,0.009926369692361756,0.11815388970312506,0.00756585414556788,4.884110030571723
cdpdodecg_c + ser_L_c --> cmp_c + h_c + ps180_c,PSSA180,S_Glycerophospholipid_Metabolism,0.05496579703043983,0.06335902329564405,0.008393226265204223,0.008393226265204223,0.15269907321740628,3.6411524872536658e-09,19.430965588033086
glyc3p_c + palmACP_c --> 1hdecg3p_c + ACP_c,G3PAT160,S_Glycerophospholipid_Metabolism,0.04398919360661703,0.03411030083573047,0.009878892770886563,-0.009878892770886563,-0.2245754459431723,4.0671893064662215e-09,19.32031366414954
cdpdhdec9eg_c + ser_L_c --> cmp_c + h_c + ps161_c,PSSA161,S_Glycerophospholipid_Metabolism,0.0363716643254812,0.03963927423020981,0.003267609904728609,0.003267609904728609,0.08983943862143785,0.01224172617300839,4.402904984634791
cdpdhdecg_c + ser_L_c --> cmp_c + h_c + ps160_c,PSSA160,S_Glycerophospholipid_Metabolism,0.04540862928841706,0.04010640973545395,0.00530221955296311,-0.00530221955296311,-0.11676678279112054,0.0002362819033123095,8.350484960232182
h2o_p + pe181_p --> 2agpe181_p + h_p + vacc_p,PLIPA1E181d11pp,S_Glycerophospholipid_Metabolism,0.03142375704602357,0.02627072310033244,0.005153033945691131,-0.005153033945691131,-0.16398529106955423,0.005604042357115323,5.184267092164185
h_c + ps161_c --> co2_c + pe161_c,PSD161,S_Glycerophospholipid_Metabolism,0.0363716643254812,0.03963927423020981,0.003267609904728609,0.003267609904728609,0.08983943862143785,0.01224172617300839,4.402904984634791
h_c + ps160_c --> co2_c + pe160_c,PSD160,S_Glycerophospholipid_Metabolism,0.04540862928841706,0.04010640973545395,0.00530221955296311,-0.00530221955296311,-0.11676678279112054,0.0002362819033123095,8.350484960232182
h2o_p + pgp181_p --> pg181_p + pi_p,PGPP181pp,S_Glycerophospholipid_Metabolism,0.04298054032669767,0.04848629639921713,0.005505756072519463,0.005505756072519463,0.12809881008172258,0.0001411954954214116,8.865365135528664
h_c + palmACP_c + pi_c --> ACP_c + hdcap_c,ACPPAT160,S_Glycerophospholipid_Metabolism,0.07508419568975704,0.06879636756987799,0.0062878281198790464,-0.0062878281198790464,-0.08374369682083216,0.039716878343195386,3.2259790344546864
h2o_p + pg160_p --> 1agpg160_p + h_p + hdca_p,PLIPA2G160pp,S_Glycerophospholipid_Metabolism,0.06792400174260793,0.056609869695814004,0.011314132046793927,-0.011314132046793927,-0.1665704575190938,4.9271762773933345e-08,16.825914683195492
h2o_p + pe180_p --> 1agpe180_p + h_p + ocdca_p,PLIPA2E180pp,S_Glycerophospholipid_Metabolism,0.054344697356673716,0.06274804104695196,0.008403343690278245,0.008403343690278245,0.15463042576400116,3.785916453087947e-09,19.391977851732946
h2o_p + pgp160_p --> pg160_p + pi_p,PGPP160pp,S_Glycerophospholipid_Metabolism,0.03675135311604862,0.025438732503939507,0.011312620612109116,-0.011312620612109116,-0.3078150776214307,7.0720883152430374e-15,32.58262058163818
h2o_c + pgp181_c --> pg181_c + pi_c,PGPP181,S_Glycerophospholipid_Metabolism,0.05448532427593932,0.050671651058132185,0.003813673217807137,-0.003813673217807137,-0.06999450344633908,0.013876037134894059,4.277591873682333
h2o_p + pe160_p --> 1agpe160_p + h_p + hdca_p,PLIPA2E160pp,S_Glycerophospholipid_Metabolism,0.036857263753070885,0.03245167113426125,0.004405592618809635,-0.004405592618809635,-0.11953119060398423,0.0012725670064171223,6.666719153623686
cdpdhdecg_c + glyc3p_c --> cmp_c + h_c + pgp160_c,PGSA160,S_Glycerophospholipid_Metabolism,0.07454268588455179,0.06372651331987964,0.010816172564672155,-0.010816172564672155,-0.14510038693029836,4.943623168682884e-07,14.519997153634417
1hdecg3p_c + palmACP_c --> ACP_c + pa160_c,AGPAT160,S_Glycerophospholipid_Metabolism,0.11963774135297968,0.10353568320141132,0.016102058151568358,-0.016102058151568358,-0.1345901215575508,3.6249487627047526e-09,19.43542568316594
ctp_c + h_c + pa180_c --> cdpdodecg_c + ppi_c,DASYN180,S_Glycerophospholipid_Metabolism,0.1483970301301905,0.15663717849276154,0.008240148362571031,0.008240148362571031,0.05552771747077317,0.0006790036518588017,7.2948840521302
1agpg160_p + h2o_p --> g3pg_p + h_p + hdca_p,LPLIPAL1G160pp,S_Glycerophospholipid_Metabolism,0.06792400174260793,0.056609869695814004,0.011314132046793927,-0.011314132046793927,-0.1665704575190938,6.240907867984351e-08,16.589555080489756
h_c + ps180_c --> co2_c + pe180_c,PSD180,S_Glycerophospholipid_Metabolism,0.05496579703043983,0.06335902329564405,0.008393226265204223,0.008393226265204223,0.15269907321740628,3.6411524872536658e-09,19.430965588033086
1agpe160_p + h2o_p --> g3pe_p + h_p + hdca_p,LPLIPAL1E160pp,S_Glycerophospholipid_Metabolism,0.036857263753070885,0.03245167113426125,0.004405592618809635,-0.004405592618809635,-0.11953119060398423,0.001606043014192911,6.4339818803835405
ctp_c + h_c + pa160_c --> cdpdhdecg_c + ppi_c,DASYN160,S_Glycerophospholipid_Metabolism,0.11963774135123315,0.10353568320141132,0.016102058149821824,-0.016102058149821824,-0.1345901215449171,1.663601004082948e-09,20.214281304499654
1agpe180_p + h2o_p --> g3pe_p + h_p + ocdca_p,LPLIPAL1E180pp,S_Glycerophospholipid_Metabolism,0.054344697356673716,0.06274804104695196,0.008403343690278245,0.008403343690278245,0.15463042576400116,4.781215620455494e-09,19.15857100887252
g3pg_c + h2o_c --> glyc3p_c + glyc_c + h_c,GPDDA4,S_Glycerophospholipid_Metabolism,0.3221146012304398,0.313401971291172,0.008712629939267802,-0.008712629939267802,-0.027048230368901575,0.035162943957825675,3.347762479356762
1odecg3p_c + ocdcaACP_c --> ACP_c + pa180_c,AGPAT180,S_Glycerophospholipid_Metabolism,0.1483970301305914,0.15663717849276154,0.00824014836217013,0.00824014836217013,0.05552771746792161,0.0014772657365299147,6.517562375211092
g3pe_c + h2o_c --> etha_c + glyc3p_c + h_c,GPDDA2,S_Glycerophospholipid_Metabolism,0.18719047988070314,0.19430822596286385,0.007117746082160703,0.007117746082160703,0.03802408160231683,0.006915672087591631,4.973965125878035
h2o_c + phom_c --> pi_c + thr_L_c,THRS,S_Glycine__Serine_and_threonine_metabolism,0.14461579686661152,0.13380119925519685,0.010814597611414678,-0.010814597611414678,-0.07478157881596904,0.045573873329048185,3.088420679972614
atp_c + prpp_c --> ppi_c + prbatp_c,ATPPRT,S_Histidine_Metabolism,0.16267767229549887,0.17934885039445367,0.016671178098954798,0.016671178098954798,0.10247981707454068,7.895235889852816e-05,9.446665939323562
his_L_c --> nh4_c + urcan_c,HISD,S_Histidine_Metabolism,0.13300648886649968,0.1500951859833388,0.017088697116839108,0.017088697116839108,0.12848017613630303,2.194333438148632e-05,10.727047137386247
h2o_c + histd_c + 2.0 nad_c --> 3.0 h_c + his_L_c + 2.0 nadh_c,HISTD,S_Histidine_Metabolism,0.16267767217033047,0.1793488503880364,0.016671178217705945,0.016671178217705945,0.10247981788336945,2.3334484305685413e-05,10.665578278413063
h2o_c + hisp_c --> histd_c + pi_c,HISTP,S_Histidine_Metabolism,0.16267767217033047,0.1793488503880364,0.016671178217705945,0.016671178217705945,0.10247981788336945,2.3334484305685413e-05,10.665578278413063
glu_L_c + imacp_c --> akg_c + hisp_c,HSTPT,S_Histidine_Metabolism,0.16267767217033047,0.1793488503880364,0.016671178217705945,0.016671178217705945,0.10247981788336945,2.2806366137956974e-05,10.688470844400513
h2o_c + prbamp_c --> prfp_c,PRAMPC,S_Histidine_Metabolism,0.1626776721703312,0.1793488503880364,0.016671178217705224,0.016671178217705224,0.10247981788336456,1.642019242952928e-05,11.016998734792505
h2o_c + prbatp_c --> h_c + ppi_c + prbamp_c,PRATPP,S_Histidine_Metabolism,0.1626776721703312,0.1793488503880364,0.016671178217705224,0.016671178217705224,0.10247981788336456,1.642019242952928e-05,11.016998734792505
gln_L_c + prlp_c --> aicar_c + eig3p_c + glu_L_c + h_c,IG3PS,S_Histidine_Metabolism,0.1626776721703312,0.1793488503880364,0.016671178217705224,0.016671178217705224,0.10247981788336456,2.239291739512414e-05,10.706765836818828
eig3p_c --> h2o_c + imacp_c,IGPDH,S_Histidine_Metabolism,0.1626776721703312,0.1793488503880364,0.016671178217705224,0.016671178217705224,0.10247981788336456,2.239291739512414e-05,10.706765836818828
prfp_c <=> prlp_c,PRMICI,S_Histidine_Metabolism,0.1626776721703312,0.1793488503880364,0.016671178217705224,0.016671178217705224,0.10247981788336456,1.642019242952928e-05,11.016998734792505
