Row,F22031,F23197,F30658,F34365,F5677,F63912,F9670,H27930,H47921,H5708,M1608,M37351,M55212,M6075,M74707,PA14,PA7,PAO1,S86968,T38079,T52373,T6313,T63266,W16407,W25637,W36662,W45909,W60856,W70332,W91453,X78812,X9820
0,0.00055112919703518,0.0100231992931643,0.00110225716934245,0.000489891576300079,0.0131716440628057,0.0157422037220993,0.0124343430436827,0.0148454985510362,0.0246096473411606,0.0243306727887325,0.0264229906997523,0.003550002,0.0118166681666667,0.000103310859913305,0.0180500001666667,0.0031866336573222,0.000392588168946419,0.000289274003032697,0.000454576709819656,0.0238833326666667,0.0290666666666667,0.0339999995,0.0336166658333333,0.000857310360585799,0.000103312512913505,0.0324500006666667,0.000516563597692681,0.000909151766639097,0.000351262130655882,0.000206625232452041,0.0022103888146428,0.000510303095938516
0.1,0.00055112919703518,0.00408813368412814,0.00110225716934245,0.000489891576300079,0.00500509889525082,0.00523500048322585,0.00532811061312955,0.00489036553900324,0.00911903314906706,0.00694954615478318,0.00751785544938229,0.00561301964103806,0.00716857687198641,0.000103310859913305,0.00845054297516192,0.0026455916634467,0.000392588168946419,0.000289274003032697,0.000454576709819656,0.00918433783241219,0.0101839318025783,0.0132972669947259,0.0121427479656239,0.000857310360585799,0.000103312512913505,0.0126523892122692,0.000516563597692681,0.00230559421931347,0.000351262130655882,0.000206625232452041,0.00329328216784782,0.000510303095938516
0.2,0.000571799354403078,0.0024600183654849,0.00115646766958953,0.000475542061397993,0.00275681631106972,0.00233997841821031,0.00295255978550933,0.00232715625789723,0.00482367166325312,0.00196092207621293,0.002395131717338,0.00606585555926964,0.00592744907745176,0.000103310859913305,0.00583996018019572,0.00259027675404331,0.000392588168946419,0.000289274003032697,0.000454576709819656,0.00473825726857617,0.00478187536323067,0.00731790250792328,0.00600144908176432,0.00086482415779154,0.000103312512913505,0.00705075603086485,0.000516563597692681,0.00257878902519874,0.000351262130655882,0.000206625232452041,0.00367610484200495,0.000510303095938516
0.3,0.000839492745146669,0.00256513129441257,0.0017252383907754,0.000347870679666189,0.00286190373296289,0.00246023555406308,0.00260227459658774,0.00336951589763062,0.00484637590545771,0.00182497368835145,0.00306491391466287,0.00544146778852514,0.00617476786565078,0.000103310859913305,0.00612059415260813,0.00296273680685565,0.000392588168946419,0.000289274003032697,0.000454576709819656,0.00442703495481193,0.00467074462062886,0.00715220875430221,0.00584651448539189,0.000974213557554387,0.000103312512913505,0.00695787059166954,0.000516563597692681,0.00198190672734949,0.000351262130655882,0.000206625232452041,0.00373494423032274,0.000510303095938516
0.4,0.00134039101380891,0.00269590011760463,0.00214902406602165,0.000482896118318901,0.00341580028240433,0.00283370128338898,0.00278433942019777,0.00327975537114412,0.00521197686285824,0.00185834482325043,0.00355805573538093,0.00527856842637149,0.00589765016101923,0.000103310859913305,0.0065324989596017,0.00288505111057144,0.000392588168946419,0.000289274003032697,0.000454576709819656,0.00466916980271494,0.00443680904791785,0.00689822214336374,0.00612742440187416,0.00143343089414233,0.000485182197807537,0.0070347374016548,0.000516563597692681,0.00240997711261944,0.000351262130655882,0.000206625232452041,0.00393465338469024,0.000541181226756878
0.5,0.00208130540378168,0.00280874870739434,0.00243590108737751,0.00104356576385837,0.00439476592506634,0.00338259268186057,0.00328318118098616,0.00265619994846778,0.00599062798847403,0.0020372762968925,0.00384371552164283,0.00525016756626374,0.00515678005482926,0.000103310859913305,0.00693009683555263,0.00260017670749153,0.000392588168946419,0.000289274003032697,0.000454576709819656,0.00529428206589809,0.00416888685286601,0.00665196942397655,0.00681041732298046,0.00217832447057838,0.00137596627735259,0.00723153325925193,0.000516563597692681,0.00364557986257841,0.000351262130655882,0.000206625232452041,0.00421232060859679,0.000611799294978401
0.6,0.0026562074872529,0.00275349670999794,0.00255791372099349,0.00173711189340741,0.00374082359417635,0.00299425322640578,0.00319802958365682,0.00277482319866974,0.00598385252410575,0.00229073507902915,0.00312668687978822,0.00527649453586766,0.00539489406876498,0.000103310859913305,0.00677952553890918,0.00276791098506148,0.000392588168946419,0.000172701356790548,0.000454576709819656,0.00503602412823467,0.00424895880064742,0.00711196024569286,0.00665639593002873,0.00214483666779722,0.00066163455543034,0.00714472410889532,0.000854625274323688,0.0032650863804806,0.000164744800881185,0.000183309444214,0.00416484325914224,0.000612364748026262
0.7,0.00285128540694271,0.00273043454709862,0.00271596630805665,0.00205089565612846,0.00330834098641729,0.00269048862310542,0.00316732655294437,0.00313819189177124,0.00594515845252389,0.00257005235618524,0.00261780791639169,0.00539490148900888,0.0056350379703126,0.000103310859913305,0.00643883945174725,0.00291871077459522,0.000392588168946419,8.26498037057821e-05,0.000454576709819656,0.0048564074364335,0.00440288767918253,0.00745497537165187,0.00653836141433556,0.00205577577136145,0.000128417533390092,0.00694800456166576,0.00109267891459685,0.00268688260415127,2.06614694575741e-05,0.000169642773360075,0.0039952284720181,0.000644551967544491
0.8,0.00245914637852882,0.00308672480644687,0.00315570037183855,0.00189404060944333,0.00457292907939772,0.0027006624049188,0.00380657935409981,0.00423980383491214,0.0058412839848619,0.00283606447309611,0.00341328821934231,0.00610244886398458,0.00569232888797464,0.000103310859913305,0.00583829675507087,0.00286526124556104,0.000392588168946419,8.26498037057821e-05,0.000454576709819656,0.00521370313879897,0.00459652907072061,0.00725708733967426,0.00663953946218688,0.00189023878419819,0.000523422149821305,0.00661612894797539,0.00072927436411647,0.00224537429898089,2.06614694575741e-05,0.000265094609263339,0.00333359574494086,0.00111512008785769
0.9,0.00243490166035202,0.00332495757838861,0.00317137426899019,0.00196197162896705,0.00467474749322362,0.00296760926109142,0.0040734988628613,0.00439374261933421,0.00600980324463736,0.00289964919320396,0.00381769995399843,0.00599868378951809,0.00566453093244127,0.000103310859913305,0.00578783067889288,0.00279386600071032,0.000392588168946419,8.26498037057821e-05,0.000454576709819656,0.00526847069966525,0.00459771645696469,0.00713783090305438,0.00679338289742351,0.00203659029954223,0.000532771221803389,0.00635627172666198,0.000843779618348013,0.00228570134091741,5.77402929527432e-05,0.000467600135671697,0.00326078217376282,0.00122472873662889
